Altitude [m],Time [s]
2071.17,105.319
2071.17,105.4
2070.8,105.482
2070.74,105.563
2070.51,105.644
2070.19,105.725
2070.32,105.806
2070.32,105.887
2069.59,105.971
2069.47,106.052
2069.31,106.134
2069.09,106.215
2069.02,106.296
2068.95,106.378
2068.89,106.459
2068.75,106.54
2068.69,106.632
2068.22,106.713
2068.13,106.793
2068.18,106.875
2068.18,106.956
2067.67,107.038
2067.57,107.119
2067.59,107.2
2067.39,107.284
2067.3,107.366
2067.04,107.447
2067.04,107.528
2066.56,107.61
2066.51,107.691
2066.22,107.771
2066.21,107.853
2066.04,107.936
2066.04,108.018
2065.72,108.099
2065.76,108.18
2065.39,108.261
2065.14,108.343
2065.24,108.424
2065.24,108.505
2064.79,108.589
2064.65,108.669
2064.49,108.751
2064.57,108.832
2064.31,108.913
2064.04,108.994
2064.04,109.075
2063.69,109.157
2063.49,109.241
2063.55,109.33
2063.14,109.411
2063.07,109.492
2062.91,109.574
2062.91,109.655
2062.83,109.735
2062.71,109.816
2062.34,109.9
2062.38,109.981
2062.25,110.062
2062.25,110.143
2061.84,110.225
2061.75,110.306
2061.62,110.387
2061.62,110.468
2061.24,110.548
2061.24,110.632
2061.28,110.713
2060.84,110.795
2060.85,110.876
2060.56,110.957
2060.47,111.038
2060.08,111.12
2060.08,111.201
2059.99,111.285
2059.88,111.366
2059.51,111.447
2059.39,111.527
2058.93,111.609
2058.93,111.69
2058.73,111.771
2058.7,111.853
2058.61,111.937
2058.27,112.018
2058.1,112.099
2058.1,112.181
2058.01,112.262
2058.05,112.343
2057.76,112.424
2057.65,112.505
2057.42,112.589
2057.19,112.67
2057.19,112.751
2057.09,112.833
2057.09,112.914
2056.66,112.995
2056.52,113.076
2056.25,113.158
2056.25,113.241
2056.09,113.323
2056.04,113.403
2055.89,113.484
2055.56,113.566
2055.69,113.647
2055.69,113.728
2055.69,113.81
2055.31,113.893
2055.32,113.975
2055.22,114.056
2055.04,114.137
2055.01,114.219
2055.01,114.299
2055.08,114.38
2054.68,114.462
2054.48,114.546
2054.42,114.627
2054.35,114.708
2054.35,114.79
2054.26,114.871
2054.07,114.952
2054.1,115.033
2053.93,115.115
2053.84,115.197
2053.82,115.279
2053.82,115.36
2053.58,115.441
2053.66,115.523
2053.57,115.604
2053.23,115.685
2053.18,115.766
2053.18,115.85
2053.1,115.931
2052.79,116.013
2052.72,116.093
2052.21,116.174
2052.12,116.255
2052.12,116.337
2052.17,116.418
2051.98,116.502
2052.02,116.583
2051.85,116.664
2051.7,116.745
2051.75,116.826
2051.75,116.908
2051.61,116.988
2051.3,117.069
2051.29,117.153
2051.34,117.234
2050.91,117.316
2050.91,117.397
2050.95,117.478
2050.6,117.559
2050.7,117.641
2050.76,117.722
2050.84,117.806
2050.84,117.886
2050.68,117.967
2050.71,118.049
2050.33,118.13
2050.4,118.211
2050.42,118.293
2050.33,118.374
2050.24,118.458
2050.15,118.539
2050.01,118.62
2049.83,118.701
2049.87,118.782
2049.69,118.863
2049.69,118.944
2049.6,119.026
2049.28,119.107
2049.25,119.191
2048.9,119.272
2048.86,119.353
2048.86,119.434
2048.65,119.516
2048.52,119.597
2048.24,119.677
2048.02,119.759
2048.15,119.842
2047.92,119.924
2047.92,120.005
2047.54,120.086
2047.54,120.167
2047.54,120.249
2047.23,120.33
2046.98,120.411
2046.98,120.495
2047.23,120.576
2046.9,120.657
2046.58,120.738
2046.5,120.819
2046.22,120.901
2046.22,120.982
2046.06,121.063
2045.89,121.147
2045.77,121.228
2045.3,121.309
2045.53,121.391
2044.97,121.472
2044.97,121.552
2044.89,121.633
2044.79,121.715
2044.59,121.798
2044.31,121.88
2044.2,121.961
2044.2,122.042
2044.09,122.123
2044.4,122.205
2043.91,122.286
2043.82,122.366
2043.77,122.45
2043.77,122.531
2043.36,122.612
2043.48,122.694
2043.53,122.775
2043.2,122.856
2043.04,122.938
2042.78,123.019
2042.78,123.103
2042.71,123.184
2042.75,123.265
2042.84,123.345
2042.42,123.426
2042.29,123.508
2042.29,123.589
2042.03,123.67
2041.75,123.751
2041.64,123.835
2041.38,123.916
