Altitude [m],Time [s]
2177.18,65.607
2178.01,65.688
2178.32,65.769
2178.83,65.85
2179.59,65.931
2180.01,66.015
2180.49,66.096
2180.49,66.177
2181.12,66.258
2181.43,66.339
2181.9,66.42
2182.23,66.501
2182.58,66.582
2182.58,66.664
2182.91,66.747
2183.59,66.828
2184.11,66.909
2184.6,66.991
2185.21,67.072
2185.21,67.152
2185.7,67.233
2186.28,67.315
2186.58,67.398
2187.3,67.48
2187.84,67.561
2187.84,67.642
2188.27,67.723
2188.7,67.804
2189.6,67.886
2190.01,67.966
2190.66,68.049
2191.23,68.131
2191.23,68.212
2191.95,68.293
2192.22,68.374
2193,68.455
2193.34,68.536
2193.72,68.618
2193.72,68.699
2194.52,68.782
2195.03,68.864
2195.49,68.944
2195.96,69.025
2196.55,69.106
2196.55,69.187
2196.98,69.268
2198.05,69.35
2198.49,69.433
2199.04,69.515
2199.67,69.596
2199.67,69.677
2200.02,69.757
2200.88,69.839
2201.57,69.92
2202.09,70.001
2202.39,70.085
2203.14,70.166
2203.14,70.247
2203.56,70.328
2204.08,70.41
2204.63,70.491
2205.31,70.572
2205.98,70.652
2205.98,70.736
2206.52,70.817
2207.05,70.899
2207.57,70.98
2208.52,71.061
2208.76,71.142
2208.76,71.223
2209.37,71.305
2209.92,71.388
2210.28,71.469
2210.17,71.55
2210.92,71.631
2211.24,71.712
2211.34,71.793
2211.38,71.875
2211.4,71.956
2211.38,72.037
2211.61,72.121
2211.5,72.202
2211.5,72.283
2211.3,72.364
2211.18,72.445
2210.98,72.526
2210.74,72.607
2210.01,72.688
2210.01,72.772
2209.63,72.853
2209.32,72.934
2208.42,73.015
2208.08,73.096
2207.69,73.178
2207.69,73.259
2207.08,73.339
2206.02,73.423
2205.69,73.504
2204.94,73.585
2203.8,73.667
2202.52,73.748
2202.52,73.829
2201.56,73.91
2200.85,73.992
2200.03,74.075
2199.17,74.157
2198.72,74.237
2198.72,74.318
2197.82,74.399
2196.66,74.48
2195.33,74.562
2194.36,74.643
2193.34,74.724
2193.34,74.808
2192.25,74.889
2191.32,74.97
2190.45,75.052
2189.89,75.132
2188.36,75.213
2188.36,75.294
2186.6,75.376
2185.6,75.459
2184.74,75.541
2183.21,75.622
2182.53,75.703
2180.66,75.784
2180.66,75.866
2179.78,75.947
2178.47,76.027
2177.18,76.111
2176.17,76.192
2174.71,76.273
2174.71,76.355
2172.61,76.436
2170.74,76.517
2169.45,76.598
2169.26,76.68
2169.13,76.764
2169.13,76.845
2169.04,76.925
2168.88,77.006
2168.75,77.087
2168.37,77.169
2167.89,77.25
2167.76,77.331
2167.76,77.415
2167.69,77.496
2167.8,77.577
2167.48,77.658
2167.39,77.739
2167.04,77.82
2167.04,77.901
2166.68,77.982
2166.65,78.063
2166.2,78.147
2166.41,78.228
2165.95,78.309
2165.95,78.391
2165.66,78.472
2165.42,78.553
2165.37,78.633
2165.21,78.714
2165.13,78.798
2165.06,78.879
2165.06,78.961
2164.89,79.042
2164.64,79.123
2164.84,79.204
2164.5,79.285
2164.48,79.366
2164.48,79.45
2164.1,79.531
2163.94,79.612
2163.73,79.693
2163.53,79.774
2163.26,79.855
2163.26,79.936
2163.05,80.018
2163.27,80.101
2163.01,80.183
2162.84,80.264
2162.49,80.345
2162.49,80.425
2162.34,80.507
2162.04,80.588
2161.81,80.669
2161.77,80.75
2161.67,80.834
2161.47,80.915
2161.47,80.997
2161.25,81.078
2160.9,81.159
2160.86,81.24
2160.82,81.321
2160.61,81.402
2160.61,81.486
2160.55,81.567
2160.28,81.649
2160.15,81.73
2160.14,81.811
2159.91,81.893
2159.91,81.974
2159.77,82.055
2159.89,82.139
2159.66,82.22
2159.28,82.301
2159.21,82.382
2159.35,82.463
2159.35,82.545
2159.21,82.626
2159.05,82.707
2158.9,82.791
2158.79,82.872
2158.67,82.953
2158.67,83.035
2158.4,83.116
2158.62,83.196
2158.29,83.278
2157.88,83.359
2157.91,83.443
2157.91,83.524
2157.6,83.605
2157.69,83.686
2157.49,83.768
2157.4,83.849
2157.35,83.93
2157.12,84.012
2157.12,84.094
2157.11,84.176
2157,84.257
2157.05,84.338
2156.64,84.42
2156.31,84.501
2156.31,84.582
2156.13,84.664
2156.52,84.743
2156.24,84.824
2156.28,84.904
2156.01,84.985
2156.01,85.066
2155.82,85.148
2155.93,85.229
2155.62,85.31
2155.55,85.402
2155.36,85.483
2155.39,85.564
2155.39,85.645
2154.8,85.727
2154.82,85.808
2155.05,85.889
2154.76,85.97
2154.5,86.053
2154.5,86.135
2154.62,86.216
2154.58,86.297
2154.5,86.378
2154.26,86.46
2153.94,86.541
2153.94,86.622
2153.85,86.706
2154.11,86.787
2153.6,86.867
2153.43,86.949
2153.27,87.03
2153.25,87.111
2153.25,87.193
2153.09,87.274
2152.86,87.358
2152.96,87.439
