Altitude [m],Time [s],,,,
2056.14,88.755,,,,
2055.88,88.836,,,,
2055.7,88.918,,,,
2055.5,88.998,,,,
2055.65,89.079,,,,
2055.65,89.161,,,,
2055.55,89.244,,,,
2055.19,89.326,,,,
2055.23,89.407,,,,
2055.08,89.488,,,,
2055.11,89.569,,,,
2055.11,89.651,,,,
2054.95,89.732,,,,
2054.59,89.812,,,,
2054.33,89.896,,,,
2054.34,89.977,,,,
2054.25,90.058,,,,
2054.25,90.14,,,,
2054.06,90.221,,,,
2053.48,90.302,,,,
2053.4,90.384,,,,
2053.75,90.465,,,,
2053.39,90.549,,,,
2053.39,90.63,,,,
2052.93,90.711,,,,
2052.99,90.792,,,,
2052.76,90.873,,,,
2052.59,90.954,,,,
2052.52,91.036,,,,
2052.52,91.117,,,,
2052.4,91.201,,,,
2052.43,91.282,,,,
2052.19,91.364,,,,
2052.15,91.445,,,,
2052.06,91.526,,,,
2051.95,91.608,,,,
2051.95,91.688,,,,
2051.61,91.769,,,,
2051.69,91.85,,,,
2051.8,91.934,,,,
2051.71,92.015,,,,
2051.45,92.097,,,,
2051.45,92.178,,,,
2051.24,92.259,,,,
2051.05,92.341,,,,
2050.76,92.422,,,,
2050.38,92.503,,,,
2049.92,92.587,,,,
2049.92,92.667,,,,
2049.82,92.749,,,,
2049.65,92.83,,,,
2049.54,92.911,,,,
2049.25,92.993,,,,
2048.91,93.074,,,,
2048.91,93.155,,,,
2048.86,93.239,,,,
2048.88,93.32,,,,
2048.87,93.402,,,,
2048.48,93.483,,,,
2048.74,93.563,,,,
2048.74,93.645,,,,
2048.66,93.726,,,,
2048.55,93.807,,,,
2048.38,93.891,,,,
2048.21,93.972,,,,
2048.37,94.053,,,,
2048.37,94.135,,,,
2048.01,94.216,,,,
2048.05,94.297,,,,
2048.06,94.379,,,,
2047.62,94.459,,,,
2047.71,94.543,,,,
2047.42,94.624,,,,
2047.42,94.705,,,,
2047.23,94.787,,,,
2047.24,94.868,,,,
2047.25,94.949,,,,
2046.91,95.031,,,,
2046.96,95.112,,,,
2046.96,95.193,,,,
2046.7,95.277,,,,
2046.38,95.357,,,,
2046.32,95.438,,,,
2046.55,95.52,,,,
2046.26,95.601,,,,
2046.26,95.682,,,,
2046.23,95.764,,,,
2046.5,95.845,,,,
2046.01,95.928,,,,
2045.64,96.01,,,,
2045.62,96.091,,,,
2045.62,96.172,,,,
2045.44,96.252,,,,
2045.63,96.334,,,,
2045.17,96.415,,,,
2045.42,96.496,,,,
2045.25,96.58,,,,
2045.25,96.661,,,,
2045.23,96.742,,,,
2045.2,96.824,,,,
2044.85,96.905,,,,
2044.68,96.986,,,,
2044.69,97.067,,,,
2044.69,97.148,,,,
2044.67,97.229,,,,
2044.49,97.313,,,,
2044.4,97.394,,,,
2044.07,97.475,,,,
2044.35,97.557,,,,
2044.35,97.638,,,,
2043.81,97.719,,,,
2044.01,97.801,,,,
2043.67,97.882,,,,
2043.64,97.966,,,,
2043.43,98.046,,,,
2043.53,98.128,,,,
2043.5,98.209,,,,
2043.34,98.29,,,,
2043.06,98.372,,,,
2042.86,98.453,,,,
2042.64,98.535,,,,
2042.75,98.618,,,,
2042.75,98.7,,,,
2042.86,98.781,,,,
2042.56,98.862,,,,
2042.62,98.944,,,,
2042.69,99.024,,,,
2042.42,99.105,,,,
2042.42,99.187,,,,
2042.37,99.27,,,,
2042.49,99.352,,,,
2042.36,99.433,,,,
2042.44,99.514,,,,
2042.12,99.595,,,,
2042.12,99.677,,,,
2042.35,99.758,,,,
2042.28,99.838,,,,
2042.33,99.922,,,,
2042.35,100.003,,,,
2042.25,100.085,,,,
2042.25,100.166,,,,
2042.09,100.247,,,,
2042.11,100.329,,,,
2042,100.41,,,,
2041.99,100.491,,,,
2042.24,100.575,,,,
2042.24,100.656,,,,
2041.91,100.737,,,,
2042.06,100.818,,,,
2042.23,100.899,,,,
2042.11,100.98,,,,
2042.24,101.062,,,,
2042.24,101.143,,,,
2042.17,101.227,,,,
2042.04,101.308,,,,
2042.08,101.389,,,,
2041.94,101.471,,,,
2042.11,101.552,,,,
2041.88,101.633,,,,
2041.88,101.713,,,,
2041.98,101.795,,,,
2042.07,101.876,,,,
2042.15,101.96,,,,
2041.96,102.041,,,,
2042.01,102.122,,,,
2042.01,102.204,,,,
2042.09,102.285,,,,
2041.98,102.366,,,,
2042.2,102.448,,,,
2042.05,102.529,,,,
2042.14,102.612,,,,
2042.14,102.693,,,,
2042.12,102.774,,,,
2041.97,102.855,,,,
2042.15,102.937,,,,
2042.4,103.018,,,,
2042.36,103.099,,,,
2042.36,103.181,,,,
2042.18,103.264,,,,
2042.18,103.346,,,,
2042.2,103.427,,,,
2042.56,103.507,,,,
2042.27,103.588,,,,
2042.27,103.67,,,,
2042.11,103.751,,,,
2041.99,103.832,,,,
2042.21,103.916,,,,
2042.08,103.997,,,,
2042.19,104.079,,,,
2042.19,104.16,,,,
2042.15,104.241,,,,
2042.03,104.322,,,,
2042.05,104.403,,,,
2041.88,104.484,,,,
2041.84,104.568,,,,
2041.84,104.649,,,,
2041.99,104.73,,,,
2042.01,104.812,,,,
2042.16,104.893,,,,
2042.22,104.974,,,,
2042.09,105.055,,,,
2042.09,105.137,,,,
2042.12,105.22,,,,
2042.12,105.302,,,,
2042.08,105.382,,,,
2042.37,105.463,,,,
2042.5,105.544,,,,
2042.42,105.626,,,,
2042.42,105.707,,,,
2042.08,105.788,,,,
2042.09,105.872,,,,
2042.11,105.953,,,,
2042.33,106.035,,,,
2042.14,106.116,,,,
2042.14,106.196,,,,
2042.02,106.277,,,,
2042.04,106.359,,,,
2042.17,106.44,,,,
2042.26,106.521,,,,
2042.14,106.6,,,,
2042.14,106.681,,,,
2042,106.763,,,,
2042.13,106.844,,,,
2042.4,106.925,,,,
2042.24,107.005,,,,
2042.37,107.087,,,,
2042.37,107.168,,,,
2042.25,107.259,,,,
2042.3,107.341,,,,
2042.08,107.422,,,,
2042.04,107.503,,,,
2042.01,107.585,,,,
2042.01,107.666,,,,
2042.12,107.747,,,,
2042.17,107.829,,,,
2041.96,107.912,,,,
2042.05,107.994,,,,
2042.19,108.075,,,,
2042.17,108.155,,,,
2042.11,108.237,,,,
2042.22,108.318,,,,
2042.05,108.399,,,,
2042.21,108.48,,,,
2042.18,108.564,,,,
2042.24,108.646,,,,
2042.24,108.727,,,,
2041.95,108.808,,,,
2042.12,108.889,,,,
2042.13,108.971,,,,
2042.19,109.051,,,,
2042.24,109.132,,,,
2042.24,109.216,,,,
2042.12,109.297,,,,
2042.13,109.379,,,,
2042.05,109.46,,,,
2042.21,109.541,,,,
2042.15,109.623,,,,
2042.15,109.704,,,,
2042.16,109.785,,,,
2042.23,109.869,,,,
2042.21,109.949,,,,
2041.94,110.031,,,,
2041.95,110.112,,,,
2041.95,110.193,,,,
2041.97,110.274,,,,
2042.31,110.356,,,,
2042.26,110.437,,,,
2042.3,110.521,,,,
2041.97,110.602,,,,
2041.97,110.684,,,,
2042.16,110.765,,,,
2042.09,110.845,,,,
2041.94,110.926,,,,
2041.95,111.008,,,,
2041.94,111.089,,,,
2041.94,111.173,,,,
2041.9,111.254,,,,
2042,111.335,,,,
2041.99,111.417,,,,
2042.01,111.498,,,,
2042.24,111.579,,,,
2042.24,111.661,,,,
2042.3,111.741,,,,
2041.99,111.822,,,,
2042.14,111.906,,,,
2041.91,111.987,,,,
2041.84,112.069,,,,
2042.07,112.15,,,,
2042.07,112.231,,,,
2042.16,112.312,,,,
2041.99,112.394,,,,
2042.01,112.475,,,,
2041.64,112.559,,,,
2042.11,112.64,,,,
2042.11,112.72,,,,
2042.11,112.802,,,,
2041.98,112.883,,,,
2041.9,112.964,,,,
2041.82,113.046,,,,
2041.93,113.127,,,,
2041.93,113.211,,,,
2042.08,113.292,,,,
2041.89,113.373,,,,
2041.9,113.455,,,,
2041.83,113.536,,,,
2041.9,113.616,,,,
2041.9,113.698,,,,
2041.99,113.779,,,,
2041.69,113.863,,,,
2041.88,113.944,,,,
2042.02,114.025,,,,
2042.08,114.107,,,,
2042.08,114.188,,,,
2041.85,114.269,,,,
2041.79,114.35,,,,
2041.93,114.432,,,,
2042.04,114.515,,,,
2041.84,114.596,,,,
2041.84,114.677,,,,
2041.82,114.758,,,,
2042.22,114.84,,,,
2041.76,114.921,,,,
2041.88,115.002,,,,
2042.08,115.084,,,,
2042.08,115.167,,,,
2041.78,115.249,,,,
2041.89,115.33,,,,
2041.86,115.41,,,,
2041.84,115.492,,,,
2041.88,115.573,,,,
2041.84,115.654,,,,
2041.75,115.735,,,,
2041.8,115.819,,,,
2041.59,115.901,,,,
2041.77,115.982,,,,
2041.58,116.063,,,,
2041.97,116.144,,,,
2041.97,116.226,,,,
2041.96,116.306,,,,
2041.96,116.387,,,,
2041.9,116.471,,,,
2041.97,116.552,,,,
2041.94,116.634,,,,
2041.94,116.715,,,,
2042.03,116.796,,,,
2042.18,116.878,,,,
2041.88,116.959,,,,
2041.99,117.04,,,,
2042.17,117.121,,,,
2042.17,117.204,,,,
2042.05,117.286,,,,
2042.16,117.367,,,,
2041.98,117.448,,,,
2042.22,117.53,,,,
2042.06,117.611,,,,
2042.06,117.692,,,,
2042.01,117.773,,,,
2042.02,117.857,,,,
2041.95,117.938,,,,
2041.86,118.02,,,,
2042.04,118.1,,,,
2042.04,118.181,,,,
2041.92,118.263,,,,
2041.86,118.344,,,,
2042.07,118.425,,,,
2041.91,118.509,,,,
2041.78,118.59,,,,
2041.78,118.672,,,,
2041.94,118.753,,,,
2041.93,118.834,,,,
2041.86,118.916,,,,
2041.83,118.996,,,,
2041.89,119.077,,,,
2042.3,119.161,,,,
2042.27,119.242,,,,
2041.84,119.323,,,,
2042.13,119.405,,,,
2041.94,119.486,,,,
2042.21,119.567,,,,
2042.06,119.649,,,,
2042,119.73,,,,
2042.09,119.814,,,,
2041.81,119.895,,,,
2041.78,119.975,,,,
2042.17,120.057,,,,
2041.89,120.138,,,,
2041.89,120.219,,,,
2041.9,120.3,,,,
2041.84,120.382,,,,
2041.81,120.466,,,,
2041.57,120.547,,,,
2041.58,120.628,,,,
2041.58,120.709,,,,
2041.67,120.791,,,,
2041.8,120.871,,,,
2041.94,120.952,,,,
2041.78,121.034,,,,
2041.92,121.117,,,,
2041.92,121.199,,,,
2041.76,121.28,,,,
2041.78,121.361,,,,
2041.57,121.442,,,,
2041.67,121.524,,,,
2041.8,121.605,,,,
2041.8,121.686,,,,
2041.69,121.769,,,,
2041.64,121.85,,,,
2041.49,121.932,,,,
2041.4,122.013,,,,
2041.47,122.094,,,,
2041.47,122.176,,,,
2041.63,122.257,,,,
2041.38,122.338,,,,
2041.74,122.419,,,,
2041.64,122.503,,,,
2041.89,122.585,,,,
2041.89,122.665,,,,
2041.98,122.746,,,,
2041.73,122.827,,,,
2041.65,122.909,,,,
2041.77,122.99,,,,
2041.63,123.071,,,,
2041.63,123.155,,,,
2041.53,123.236,,,,
2041.91,123.318,,,,
2041.48,123.399,,,,
2041.68,123.48,,,,
2041.53,123.561,,,,
2041.53,123.642,,,,
2041.61,123.723,,,,
2041.69,123.807,,,,
2041.43,123.888,,,,
2041.59,123.97,,,,
2041.74,124.051,,,,
2041.65,124.132,,,,
2041.65,124.213,,,,
2041.67,124.295,,,,
2041.95,124.376,,,,
2041.99,124.46,,,,
2041.85,124.54,,,,
2041.86,124.621,,,,
2041.86,124.703,,,,
2041.68,124.784,,,,
2042.08,124.865,,,,
2041.92,124.947,,,,
2042.02,125.028,,,,
2042.03,125.112,,,,
2042.03,125.193,,,,
2041.93,125.274,,,,
2041.94,125.356,,,,
2041.97,125.436,,,,
2042,125.517,,,,
2041.85,125.599,,,,
2041.85,125.68,,,,
2041.83,125.764,,,,
2041.97,125.845,,,,
2041.89,125.926,,,,
2041.89,126.008,,,,
2042.19,126.089,,,,
2042.19,126.17,,,,
2042.26,126.252,,,,
2042.21,126.332,,,,
2041.97,126.413,,,,
2041.91,126.497,,,,
2041.86,126.579,,,,
2041.86,126.66,,,,
2041.96,126.741,,,,
2041.86,126.822,,,,
2042.14,126.904,,,,
2041.79,126.985,,,,
2041.87,127.066,,,,
2041.87,127.15,,,,
2041.93,127.232,,,,
2041.84,127.312,,,,
2042.04,127.393,,,,
2041.99,127.475,,,,
2041.8,127.556,,,,
2041.8,127.637,,,,
2041.86,127.718,,,,
2041.94,127.802,,,,
2042.15,127.884,,,,
2042.09,127.965,,,,
2042.04,128.046,,,,
2041.86,128.126,,,,
2041.86,128.208,,,,
2041.95,128.289,,,,
2041.84,128.37,,,,
2041.91,128.465,,,,
2042.14,128.546,,,,
2041.91,128.628,,,,
2041.91,128.709,,,,
2042.02,128.791,,,,
2041.97,128.872,,,,
2042.13,128.953,,,,
2041.91,129.035,,,,
2042.22,129.119,,,,
2041.9,129.2,,,,
2041.93,129.281,,,,
2041.71,129.362,,,,
2041.89,129.443,,,,
2042.21,129.524,,,,
2042.11,129.606,,,,
2042.04,129.687,,,,
2042,129.771,,,,
2041.85,129.852,,,,
2041.87,129.933,,,,
2042,130.015,,,,
2041.79,130.096,,,,
2041.85,130.177,,,,
2041.85,130.258,,,,
2041.89,130.339,,,,
2041.8,130.423,,,,
2042.02,130.504,,,,
2041.74,130.586,,,,
2042.12,130.667,,,,
2042.12,130.748,,,,
2041.96,130.83,,,,
2041.9,130.911,,,,
2041.83,130.992,,,,
2042.01,131.076,,,,
2041.85,131.156,,,,
2041.85,131.238,,,,
2042.09,131.319,,,,
2042.1,131.4,,,,
2042.15,131.482,,,,
2042.19,131.563,,,,
2042.19,131.645,,,,
2042.19,131.726,,,,
2042.09,131.81,,,,
2042.12,131.891,,,,
2042.1,131.972,,,,
2042.12,132.054,,,,
2042.15,132.134,,,,
2042.15,132.215,,,,
2041.96,132.297,,,,
2041.99,132.378,,,,
2042,132.462,,,,
2041.92,132.543,,,,
2041.99,132.624,,,,
2041.99,132.706,,,,
2041.78,132.787,,,,
2041.94,132.869,,,,
2041.87,132.95,,,,
2042.09,133.03,,,,
2042.19,133.114,,,,
2042.21,133.195,,,,
2042.17,133.277,,,,
2042.22,133.358,,,,
2042.07,133.439,,,,
2041.98,133.521,,,,
2041.97,133.602,,,,
2042.02,133.683,,,,
2041.99,133.767,,,,
2042.04,133.849,,,,
2042.08,133.929,,,,
2042.05,134.01,,,,
2042.07,134.092,,,,
2042.02,134.173,,,,
2042.02,134.254,,,,
2042,134.335,,,,
2042.21,134.419,,,,
2042.01,134.501,,,,
2042.09,134.582,,,,
2042.21,134.663,,,,
2042.21,134.745,,,,
2042,134.825,,,,
2042.13,134.906,,,,
2042.04,134.988,,,,
2042.19,135.071,,,,
2042.07,135.153,,,,
2042.07,135.234,,,,
2042.01,135.315,,,,
2041.76,135.397,,,,
2041.86,135.478,,,,
2041.9,135.559,,,,
2041.81,135.641,,,,
2041.81,135.725,,,,
2041.84,135.805,,,,
2041.93,135.886,,,,
2042.02,135.968,,,,
2041.98,136.049,,,,
2041.72,136.13,,,,
2041.72,136.212,,,,
2041.84,136.293,,,,
2041.79,136.377,,,,
2041.87,136.458,,,,
2042.06,136.539,,,,
2041.9,136.621,,,,
2041.9,136.701,,,,
2041.98,136.782,,,,
2042.03,136.864,,,,
2041.67,136.945,,,,
2042,137.026,,,,
2041.89,137.11,,,,
2041.89,137.192,,,,
2042.02,137.273,,,,
2041.84,137.354,,,,
2042.08,137.436,,,,
2041.8,137.517,,,,
2041.85,137.597,,,,
2041.85,137.679,,,,
2042.13,137.762,,,,
2041.83,137.844,,,,
2041.93,137.925,,,,
2041.86,138.006,,,,
2042.02,138.088,,,,
2041.99,138.169,,,,
2041.99,138.25,,,,
2041.92,138.332,,,,
2042.14,138.415,,,,
2041.94,138.497,,,,
2041.88,138.577,,,,
2042.21,138.658,,,,
2042.21,138.74,,,,
2041.97,138.821,,,,
2042.13,138.902,,,,
2042.21,138.984,,,,
2042.28,139.068,,,,
2041.95,139.149,,,,
2041.95,139.23,,,,
2041.85,139.312,,,,
2042.15,139.393,,,,
2041.93,139.473,,,,
2042.03,139.555,,,,
2042.14,139.636,,,,
2042.14,139.72,,,,
2042,139.801,,,,
2041.7,139.882,,,,
2042.06,139.964,,,,
2041.94,140.045,,,,
2041.96,140.126,,,,
2041.96,140.208,,,,
2041.87,140.289,,,,
2041.91,140.372,,,,
2042.07,140.453,,,,
2041.91,140.534,,,,
2042.08,140.616,,,,
2042.08,140.697,,,,
2041.9,140.778,,,,
2041.79,140.86,,,,
2041.97,140.941,,,,
2041.82,141.025,,,,
2041.94,141.106,,,,
2041.94,141.187,,,,
2042.03,141.268,,,,
2041.92,141.349,,,,
2041.96,141.43,,,,
2041.72,141.512,,,,
2041.9,141.601,,,,
2042.01,141.685,,,,
2042.01,141.766,,,,
2042.12,141.847,,,,
2041.84,141.929,,,,
2041.97,142.01,,,,
2041.97,142.091,,,,
2042.07,142.172,,,,
2042.07,142.254,,,,
2042.16,142.334,,,,
2041.95,142.418,,,,
2041.88,142.499,,,,
2041.7,142.58,,,,
2041.93,142.662,,,,
2041.93,142.743,,,,
2041.76,142.824,,,,
2041.99,142.906,,,,
2041.81,142.987,,,,
2042.02,143.071,,,,
2041.98,143.152,,,,
2041.98,143.233,,,,
2041.88,143.314,,,,
2041.93,143.395,,,,
2041.99,143.476,,,,
2041.74,143.558,,,,
2041.76,143.639,,,,
2041.76,143.723,,,,
2041.85,143.804,,,,
2041.71,143.885,,,,
2041.8,143.967,,,,
2041.84,144.048,,,,
2041.79,144.129,,,,
2041.79,144.209,,,,
2041.81,144.291,,,,
2041.81,144.375,,,,
2041.95,144.456,,,,
2042.08,144.537,,,,
2041.99,144.618,,,,
2041.99,144.7,,,,
2041.9,144.781,,,,
2041.97,144.862,,,,
2041.97,144.944,,,,
2041.95,145.027,,,,
2041.96,145.108,,,,
2041.93,145.189,,,,
2041.93,145.27,,,,
2041.96,145.352,,,,
2042.12,145.433,,,,
2041.84,145.514,,,,
2042,145.595,,,,
2042.12,145.679,,,,
2042.12,145.761,,,,
2041.88,145.842,,,,
2042.1,145.923,,,,
2042.17,146.003,,,,
2042.34,146.085,,,,
2042.07,146.166,,,,
2042.07,146.247,,,,
2042.08,146.331,,,,
2041.84,146.412,,,,
2041.97,146.494,,,,
2041.8,146.575,,,,
2042.06,146.656,,,,
2042.06,146.738,,,,
2042.01,146.819,,,,
2042,146.899,,,,
2041.77,146.983,,,,
2041.91,147.064,,,,
2041.98,147.146,,,,
2041.98,147.227,,,,
2041.83,147.308,,,,
2041.74,147.389,,,,
2041.83,147.471,,,,
2041.61,147.552,,,,
2041.74,147.633,,,,
2041.74,147.717,,,,
2041.8,147.799,,,,
2041.89,147.879,,,,
2042,147.96,,,,
2041.92,148.041,,,,
2041.98,148.123,,,,
2041.98,148.204,,,,
2041.86,148.285,,,,
2042.04,148.369,,,,
2041.7,148.476,,,,
2041.96,148.584,,,,
2042.08,148.691,,,,
2042.03,148.798,,,,
2041.88,148.905,,,,
2041.93,149.013,,,,
2041.94,149.121,,,,
2041.9,149.233,,,,
2041.94,149.339,,,,
2041.8,149.444,,,,
2042.08,149.55,,,,
2041.75,149.655,,,,
2041.86,149.762,,,,
2041.75,149.867,,,,
2041.79,149.972,,,,
2042.02,150.122,,,,
2041.85,150.203,,,,
2041.94,150.285,,,,
2041.89,150.366,,,,
2041.89,150.447,,,,
2041.87,150.529,,,,
2041.73,150.609,,,,
2041.84,150.69,,,,
2041.91,150.774,,,,
2041.84,150.855,,,,
2041.84,150.937,,,,
2041.79,151.018,,,,
2041.89,151.099,,,,
2041.88,151.181,,,,
2041.82,151.262,,,,
2041.9,151.343,,,,
2041.9,151.427,,,,
2041.67,151.507,,,,
2042.08,151.589,,,,
2042.04,151.67,,,,
2042,151.751,,,,
2041.74,151.833,,,,
2041.74,151.914,,,,
2041.94,151.995,,,,
2042.02,152.079,,,,
2042.15,152.16,,,,
2041.76,152.242,,,,
2041.97,152.323,,,,
2041.97,152.403,,,,
2042.12,152.485,,,,
2042.19,152.566,,,,
2042.08,152.647,,,,
2042.35,152.729,,,,
2042.11,152.812,,,,
2042.1,152.894,,,,
2042.1,152.975,,,,
2042.01,153.056,,,,
2042.21,153.138,,,,
2041.98,153.219,,,,
2041.94,153.299,,,,
2042.08,153.381,,,,
2042.08,153.464,,,,
2041.97,153.546,,,,
2041.97,153.627,,,,
2041.9,153.708,,,,
2041.69,153.79,,,,
2042.01,153.871,,,,
2042.01,153.952,,,,
2042.03,154.034,,,,
2042.01,154.117,,,,
2041.85,154.199,,,,
2041.91,154.279,,,,
2042.03,154.36,,,,
2042.03,154.442,,,,
2042.12,154.523,,,,
2042.04,154.604,,,,
2042.07,154.686,,,,
2041.86,154.769,,,,
2041.89,154.851,,,,
2041.89,154.932,,,,
2041.91,155.013,,,,
2041.87,155.095,,,,
2041.91,155.175,,,,
2041.91,155.256,,,,
2041.82,155.338,,,,
2041.82,155.421,,,,
2042.1,155.503,,,,
2041.92,155.584,,,,
2041.98,155.665,,,,
2041.85,155.747,,,,
2042.04,155.828,,,,
2042.04,155.909,,,,
2041.95,155.991,,,,
2042.04,156.073,,,,
2041.83,156.155,,,,
2041.99,156.236,,,,
2041.98,156.317,,,,
2041.98,156.399,,,,
2041.88,156.48,,,,
2042.06,156.561,,,,
2042.09,156.643,,,,
2042.4,156.726,,,,
2041.91,156.808,,,,
2041.91,156.889,,,,
2041.78,156.969,,,,
2041.94,157.051,,,,
2041.71,157.132,,,,
2041.58,157.213,,,,
2041.91,157.294,,,,
2041.91,157.378,,,,
2041.72,157.46,,,,
2041.95,157.541,,,,
2041.66,157.622,,,,
2041.77,157.704,,,,
2041.56,157.785,,,,
2041.56,157.865,,,,
2041.91,157.947,,,,
2041.75,158.028,,,,
2041.71,158.112,,,,
2041.73,158.193,,,,
2041.75,158.274,,,,
2041.8,158.356,,,,
2041.8,158.437,,,,
2041.98,158.518,,,,
2041.79,158.6,,,,
2041.97,158.681,,,,
2041.94,158.765,,,,
2041.94,158.845,,,,
2041.94,158.926,,,,
2041.66,159.008,,,,
2041.73,159.089,,,,
2041.66,159.17,,,,
2041.94,159.252,,,,
2041.91,159.333,,,,
2041.91,159.417,,,,
2042.14,159.498,,,,
2042.03,159.579,,,,
2042.06,159.661,,,,
2041.85,159.741,,,,
2041.89,159.822,,,,
2041.89,159.904,,,,
2041.93,159.985,,,,
2041.96,160.069,,,,
2042,160.15,,,,
2041.98,160.231,,,,
2041.84,160.313,,,,
2041.84,160.394,,,,
2041.91,160.475,,,,
2041.74,160.557,,,,
2041.98,160.637,,,,
2041.92,160.721,,,,
2041.86,160.802,,,,
2041.86,160.883,,,,
2041.89,160.965,,,,
2041.86,161.046,,,,
2041.98,161.127,,,,
2041.98,161.208,,,,
2041.95,161.29,,,,
2041.95,161.374,,,,
2042.08,161.455,,,,
2041.81,161.536,,,,
2041.93,161.617,,,,
2042.02,161.698,,,,
2041.98,161.779,,,,
2041.98,161.86,,,,
2041.99,161.942,,,,
2041.78,162.026,,,,
2041.86,162.107,,,,
2041.93,162.188,,,,
2041.91,162.269,,,,
2041.91,162.351,,,,
2041.8,162.432,,,,
2042.14,162.512,,,,
2042.34,162.594,,,,
2042,162.675,,,,
2041.88,162.759,,,,
2041.88,162.84,,,,
2041.92,162.922,,,,
2041.78,163.003,,,,
2041.85,163.084,,,,
2041.73,163.166,,,,
2041.87,163.247,,,,
2041.87,163.328,,,,
2041.8,163.411,,,,
2041.61,163.493,,,,
2041.68,163.574,,,,
2041.69,163.655,,,,
2042.05,163.737,,,,
2041.81,163.818,,,,
2041.78,163.899,,,,
2041.89,163.981,,,,
2042.07,164.064,,,,
2041.63,164.146,,,,
2041.99,164.227,,,,
2041.91,164.307,,,,
2041.91,164.389,,,,
2042.02,164.47,,,,
2041.97,164.551,,,,
2041.93,164.633,,,,
2041.95,164.717,,,,
2041.88,164.798,,,,
2041.88,164.879,,,,
2042.1,164.961,,,,
2041.79,165.042,,,,
2041.76,165.123,,,,
2041.86,165.204,,,,
2042.08,165.285,,,,
2042.08,165.369,,,,
2042.03,165.45,,,,
2042.17,165.531,,,,
2041.88,165.613,,,,
2042.02,165.694,,,,
2042,165.775,,,,
2042,165.857,,,,
2042.04,165.938,,,,
2041.95,166.022,,,,
2041.94,166.103,,,,
2041.71,166.184,,,,
2041.87,166.265,,,,
2041.87,166.346,,,,
2041.91,166.428,,,,
2042.02,166.509,,,,
2041.77,166.59,,,,
2041.89,166.674,,,,
2041.83,166.755,,,,
2041.83,166.837,,,,
2041.95,166.918,,,,
2041.95,166.999,,,,
2041.71,167.08,,,,
2041.93,167.161,,,,
2041.85,167.242,,,,
2041.85,167.326,,,,
2041.75,167.408,,,,
2041.8,167.489,,,,
2041.98,167.57,,,,
2041.95,167.652,,,,
2041.88,167.733,,,,
2041.88,167.814,,,,
2041.6,167.896,,,,
2041.74,167.976,,,,
2041.85,168.06,,,,
2042.03,168.141,,,,
2042.05,168.223,,,,
2042.05,168.304,,,,
2041.86,168.385,,,,
2042.06,168.467,,,,
2041.9,168.548,,,,
2041.94,168.629,,,,
2041.9,168.713,,,,
2042.05,168.794,,,,
2042.05,168.876,,,,
2041.8,168.956,,,,
2041.7,169.037,,,,
2041.8,169.119,,,,
2041.7,169.2,,,,
2041.79,169.281,,,,
2041.79,169.365,,,,
2041.74,169.447,,,,
2041.69,169.528,,,,
2041.8,169.609,,,,
2041.61,169.69,,,,
2041.88,169.772,,,,
2041.88,169.852,,,,
2042.21,169.933,,,,
2041.79,170.017,,,,
2041.85,170.099,,,,
2042.18,170.18,,,,
2042.01,170.261,,,,
2042.01,170.342,,,,
2041.94,170.424,,,,
2042.11,170.505,,,,
2042.34,170.586,,,,
2042.03,170.67,,,,
2042.04,170.75,,,,
2042.04,170.832,,,,
2041.77,170.913,,,,
2042,170.994,,,,
2042.02,171.076,,,,
2041.66,171.157,,,,
2041.75,171.238,,,,
2041.75,171.319,,,,
2041.8,171.411,,,,
2041.79,171.492,,,,
2041.75,171.574,,,,
2041.88,171.655,,,,
2041.81,171.736,,,,
2041.81,171.817,,,,
2041.79,171.898,,,,
2041.67,171.979,,,,
2041.76,172.063,,,,
2041.78,172.145,,,,
2041.77,172.226,,,,
2041.79,172.307,,,,
2041.79,172.388,,,,
2042.03,172.47,,,,
2041.87,172.551,,,,
2041.96,172.633,,,,
2041.94,172.716,,,,
2042.15,172.797,,,,
2042.15,172.878,,,,
2041.72,172.959,,,,
2041.73,173.041,,,,
2041.93,173.122,,,,
2041.95,173.203,,,,
2041.77,173.285,,,,
2041.77,173.368,,,,
2041.88,173.45,,,,
2041.54,173.531,,,,
2041.82,173.612,,,,
2041.62,173.693,,,,
2041.86,173.774,,,,
2041.86,173.856,,,,
2042.15,173.937,,,,
2041.83,174.018,,,,
2041.99,174.102,,,,
2041.63,174.183,,,,
2041.71,174.265,,,,
2041.71,174.346,,,,
2041.76,174.427,,,,
2041.67,174.509,,,,
2041.76,174.589,,,,
2041.66,174.67,,,,
2041.65,174.754,,,,
2041.65,174.835,,,,
2041.76,174.917,,,,
2041.83,174.998,,,,
2041.87,175.079,,,,
2041.79,175.161,,,,
2041.9,175.242,,,,
2041.9,175.323,,,,
2041.79,175.407,,,,
2041.75,175.489,,,,
2041.79,175.569,,,,
2041.52,175.65,,,,
2041.44,175.732,,,,
2041.44,175.813,,,,
2041.49,175.894,,,,
2041.78,175.976,,,,
2041.36,176.059,,,,
2041.47,176.141,,,,
2041.52,176.222,,,,
2041.52,176.303,,,,
2041.74,176.385,,,,
2041.65,176.465,,,,
2041.77,176.546,,,,
2041.58,176.628,,,,
2041.81,176.712,,,,
2041.81,176.793,,,,
2041.84,176.874,,,,
2041.48,176.956,,,,
2041.77,177.037,,,,
