Altitude [m],Time [s],,,
2034.75,48.881,,,
2034.46,48.962,,,
2034.57,49.043,,,
2034.57,49.124,,,
2034.57,49.208,,,
2034.63,49.289,,,
2034.9,49.37,,,
2035.31,49.452,,,
2035.42,49.532,,,
2035.36,49.613,,,
2035.36,49.694,,,
2035.45,49.775,,,
2035.83,49.859,,,
2035.95,49.94,,,
2036.16,50.022,,,
2036.58,50.103,,,
2036.59,50.184,,,
2036.59,50.265,,,
2037.22,50.347,,,
2037.02,50.427,,,
2037.38,50.508,,,
2037.63,50.592,,,
2038.2,50.673,,,
2038.2,50.754,,,
2038.15,50.835,,,
2038.42,50.917,,,
2039.04,50.998,,,
2039.42,51.079,,,
2039.52,51.16,,,
2039.52,51.244,,,
2040.02,51.324,,,
2040.35,51.405,,,
2040.67,51.487,,,
2040.97,51.568,,,
2041.62,51.649,,,
2042.2,51.73,,,
2042.2,51.812,,,
2042.35,51.895,,,
2042.78,51.976,,,
2043.05,52.058,,,
2043.47,52.139,,,
2044.07,52.219,,,
2044.07,52.3,,,
2044.37,52.382,,,
2044.89,52.463,,,
2045.27,52.547,,,
2045.71,52.628,,,
2045.87,52.709,,,
2045.87,52.79,,,
2046.31,52.872,,,
2046.59,52.953,,,
2047.29,53.033,,,
2047.57,53.114,,,
2048.01,53.198,,,
2048.35,53.279,,,
2048.35,53.361,,,
2049.04,53.442,,,
2049.79,53.523,,,
2050.13,53.604,,,
2050.55,53.685,,,
2050.92,53.767,,,
2050.92,53.85,,,
2051.55,53.932,,,
2051.85,54.012,,,
2052.41,54.093,,,
2052.84,54.175,,,
2053.12,54.256,,,
2053.12,54.337,,,
2053.5,54.418,,,
2054.32,54.502,,,
2054.45,54.583,,,
2055.23,54.665,,,
2055.39,54.746,,,
2055.89,54.827,,,
2055.89,54.908,,,
2056.31,54.989,,,
2056.74,55.07,,,
2056.82,55.154,,,
2057.13,55.235,,,
2057.55,55.316,,,
2057.55,55.397,,,
2058.05,55.478,,,
2058.54,55.56,,,
2058.83,55.641,,,
2059.03,55.721,,,
2059.38,55.802,,,
2059.38,55.886,,,
2059.86,55.967,,,
2060.22,56.048,,,
2060.88,56.13,,,
2061.26,56.211,,,
2061.73,56.292,,,
2062.01,56.373,,,
2062.01,56.454,,,
2062.56,56.538,,,
2063.05,56.619,,,
2063.27,56.7,,,
2063.76,56.781,,,
2064.18,56.862,,,
2064.18,56.943,,,
2064.97,57.025,,,
2065.27,57.106,,,
2065.73,57.19,,,
2065.98,57.271,,,
2066.42,57.352,,,
2066.42,57.434,,,
2067.2,57.515,,,
2067.72,57.595,,,
2068.1,57.676,,,
2068.84,57.758,,,
2069.26,57.841,,,
2069.61,57.923,,,
2069.61,58.004,,,
2070.07,58.085,,,
2070.56,58.166,,,
2071.09,58.247,,,
2071.63,58.329,,,
2072.05,58.409,,,
2072.05,58.493,,,
2072.75,58.574,,,
2072.93,58.655,,,
2073.48,58.736,,,
2074.04,58.818,,,
2074.5,58.899,,,
2074.5,58.98,,,
2074.8,59.061,,,
2075.47,59.145,,,
2076.08,59.226,,,
2076.38,59.308,,,
2076.82,59.388,,,
2077.36,59.469,,,
2077.36,59.551,,,
2077.91,59.632,,,
2078.13,59.713,,,
2078.6,59.797,,,
2079.26,59.878,,,
2079.74,59.96,,,
2079.74,60.041,,,
2080.17,60.122,,,
2080.44,60.203,,,
2081.13,60.284,,,
2081.6,60.365,,,
2081.86,60.448,,,
2082.49,60.53,,,
2082.49,60.611,,,
2083.09,60.692,,,
2083.6,60.773,,,
2083.83,60.854,,,
2084.14,60.936,,,
2084.8,61.017,,,
2084.8,61.097,,,
2085.2,61.181,,,
2085.72,61.262,,,
2086.19,61.343,,,
2086.35,61.424,,,
2087.05,61.506,,,
2087.05,61.587,,,
2087.72,61.668,,,
2087.92,61.749,,,
2088.37,61.833,,,
2089.31,61.914,,,
2089.66,61.995,,,
2089.66,62.076,,,
2090.28,62.157,,,
2090.69,62.238,,,
2091.56,62.319,,,
2091.62,62.401,,,
2092.3,62.484,,,
2092.97,62.566,,,
2092.97,62.647,,,
2093.41,62.728,,,
2093.83,62.809,,,
2094.41,62.889,,,
2095.05,62.971,,,
2095.71,63.052,,,
2095.71,63.136,,,
2096.1,63.217,,,
2096.46,63.298,,,
2097.05,63.379,,,
2097.45,63.46,,,
2098.21,63.542,,,
2098.21,63.623,,,
2098.73,63.704,,,
2099.14,63.796,,,
2099.98,63.877,,,
2100.3,63.958,,,
2100.86,64.039,,,
2101.53,64.12,,,
2101.53,64.201,,,
2101.99,64.283,,,
2102.54,64.364,,,
2103.25,64.448,,,
2103.73,64.529,,,
2104.01,64.611,,,
2104.47,64.692,,,
2104.47,64.773,,,
2105.32,64.854,,,
2105.73,64.935,,,
2106.08,65.016,,,
2106.72,65.097,,,
2107.35,65.181,,,
2107.35,65.262,,,
2107.68,65.343,,,
2108.17,65.424,,,
2108.94,65.506,,,
2109.63,65.587,,,
2109.91,65.668,,,
2109.91,65.748,,,
2110.48,65.832,,,
2110.8,65.913,,,
2111.69,65.994,,,
2111.73,66.076,,,
2112.42,66.157,,,
2112.96,66.238,,,
2112.96,66.319,,,
2113.77,66.4,,,
2114.03,66.484,,,
2114.16,66.565,,,
2114.96,66.646,,,
2115.52,66.727,,,
2115.52,66.808,,,
2115.98,66.889,,,
2116.66,66.97,,,
2117.41,67.051,,,
2118.07,67.133,,,
2118.54,67.216,,,
2118.54,67.298,,,
2119.21,67.379,,,
2120,67.46,,,
2120.43,67.54,,,
2121.14,67.622,,,
2121.54,67.703,,,
2122.17,67.784,,,
2122.17,67.868,,,
2122.62,67.949,,,
2123.21,68.03,,,
2123.8,68.112,,,
2124.51,68.193,,,
2124.86,68.274,,,
2124.86,68.355,,,
2125.68,68.436,,,
2126.39,68.519,,,
2127.08,68.601,,,
2127.38,68.682,,,
2127.94,68.763,,,
2127.94,68.844,,,
2128.36,68.926,,,
2129.37,69.007,,,
2130.15,69.088,,,
2130.6,69.172,,,
2131.15,69.253,,,
2131.9,69.335,,,
2131.9,69.415,,,
2132.48,69.496,,,
2132.96,69.578,,,
2133.61,69.659,,,
2134.23,69.74,,,
2134.66,69.824,,,
2134.66,69.905,,,
2135.25,69.987,,,
2135.9,70.068,,,
2136.28,70.149,,,
2136.85,70.23,,,
2137.06,70.311,,,
2137.86,70.392,,,
2137.86,70.476,,,
2138.51,70.557,,,
2139.22,70.638,,,
2139.53,70.719,,,
2139.98,70.8,,,
2140.38,70.881,,,
2140.38,70.963,,,
2140.77,71.044,,,
2140.99,71.124,,,
2141.54,71.208,,,
2142.18,71.289,,,
2142.92,71.37,,,
2142.92,71.451,,,
2143.31,71.532,,,
2143.73,71.613,,,
2144.05,71.695,,,
2144.99,71.776,,,
2145.3,71.86,,,
2145.88,71.941,,,
2145.88,72.022,,,
2146.72,72.102,,,
2147.23,72.183,,,
2147.97,72.264,,,
2148.14,72.346,,,
2148.39,72.427,,,
2148.39,72.508,,,
2149.45,72.592,,,
2150.17,72.673,,,
2150.72,72.762,,,
2151.19,72.843,,,
2151.82,72.924,,,
2152.39,73.006,,,
2152.39,73.086,,,
2152.84,73.167,,,
2153.29,73.251,,,
2153.7,73.332,,,
2154.52,73.413,,,
2155.1,73.494,,,
2155.1,73.576,,,
2155.79,73.657,,,
2156.14,73.738,,,
2156.63,73.819,,,
2157.11,73.903,,,
2157.82,73.984,,,
2158.3,74.064,,,
2158.3,74.145,,,
2159.18,74.226,,,
2159.5,74.308,,,
2160.11,74.389,,,
2160.48,74.47,,,
2161.34,74.554,,,
2161.34,74.635,,,
2161.85,74.716,,,
2162.49,74.797,,,
2162.96,74.877,,,
2163.16,74.959,,,
2163.8,75.04,,,
2163.8,75.121,,,
2164.9,75.202,,,
2165.35,75.286,,,
2165.74,75.367,,,
2166.17,75.448,,,
2166.92,75.53,,,
2167.37,75.611,,,
2167.37,75.692,,,
2168.48,75.772,,,
2170.37,75.854,,,
2169.7,75.937,,,
2170.79,76.019,,,
2170.2,76.1,,,
2170.2,76.181,,,
2170.05,76.262,,,
2170.48,76.344,,,
2170.02,76.425,,,
2170.38,76.506,,,
2170.15,76.59,,,
2170.15,76.67,,,
2169.41,76.751,,,
2168.88,76.833,,,
2168.04,76.914,,,
2167.49,76.995,,,
2167.08,77.076,,,
2167.4,77.158,,,
2167.4,77.241,,,
2167.92,77.322,,,
2167.32,77.404,,,
2166.49,77.485,,,
2166.23,77.565,,,
2165.8,77.646,,,
2165.8,77.728,,,
2165.54,77.809,,,
2163.35,77.893,,,
2163.45,77.974,,,
2161.03,78.055,,,
2160.36,78.136,,,
2160.36,78.218,,,
2159.73,78.299,,,
2158.43,78.38,,,
2157.05,78.461,,,
2155.85,78.544,,,
2154.84,78.626,,,
2154.25,78.707,,,
2154.25,78.788,,,
2154.45,78.87,,,
2154.42,78.951,,,
2154.19,79.032,,,
2154,79.113,,,
2153.75,79.197,,,
2153.75,79.279,,,
2153.63,79.36,,,
2153.43,79.44,,,
2153.22,79.521,,,
2153.37,79.603,,,
2152.9,79.684,,,
2152.92,79.765,,,
2152.92,79.846,,,
2152.57,79.93,,,
2152.29,80.011,,,
2152.68,80.092,,,
2152.19,80.173,,,
2152.4,80.254,,,
2152.4,80.335,,,
2152,80.416,,,
2151.99,80.497,,,
2151.51,80.581,,,
2151.55,80.662,,,
2151.56,80.744,,,
2151.56,80.825,,,
2151.22,80.906,,,
2151.15,80.987,,,
2150.93,81.069,,,
2150.68,81.149,,,
2150.25,81.233,,,
2150.1,81.314,,,
2150.1,81.395,,,
2149.92,81.476,,,
2149.7,81.558,,,
2149.41,81.639,,,
2149.37,81.72,,,
2149.54,81.802,,,
2149.54,81.885,,,
2149.25,81.967,,,
2149.21,82.048,,,
2149,82.128,,,
2149.02,82.209,,,
2148.76,82.291,,,
2148.76,82.372,,,
2148.71,82.453,,,
2148.55,82.537,,,
2148.54,82.618,,,
2148.35,82.7,,,
2148,82.781,,,
2148.04,82.862,,,
2148.04,82.942,,,
2147.74,83.024,,,
2147.84,83.105,,,
2147.27,83.189,,,
2147.23,83.27,,,
2147.05,83.351,,,
2147.05,83.432,,,
2146.71,83.514,,,
2146.7,83.595,,,
2146.46,83.676,,,
2146.56,83.758,,,
2146.09,83.841,,,
2145.86,83.922,,,
2145.86,84.003,,,
2145.51,84.084,,,
2145.42,84.166,,,
2145.47,84.247,,,
2145.29,84.328,,,
2145.56,84.409,,,
2145.56,84.493,,,
2145.25,84.574,,,
2145.27,84.656,,,
2145.13,84.737,,,
2144.87,84.817,,,
2144.6,84.898,,,
2144.6,84.98,,,
2144.65,85.061,,,
2144.48,85.142,,,
2144.31,85.226,,,
2144.47,85.308,,,
2144.49,85.389,,,
2144.1,85.47,,,
2144.1,85.551,,,
2143.57,85.633,,,
2143.8,85.713,,,
2143.71,85.794,,,
2143.48,85.878,,,
2143.27,85.959,,,
2143.27,86.041,,,
2143.02,86.122,,,
2142.77,86.203,,,
2142.69,86.284,,,
2142.24,86.366,,,
2142.37,86.447,,,
2141.94,86.531,,,
2141.94,86.611,,,
2141.69,86.692,,,
2141.56,86.774,,,
2141.07,86.855,,,
2140.98,86.936,,,
2140.64,87.017,,,
2140.64,87.098,,,
2140.87,87.182,,,
2140.83,87.263,,,
2140.83,87.345,,,
2140.7,87.426,,,
2140.34,87.506,,,
2140.34,87.587,,,
2140.77,87.668,,,
2140.36,87.75,,,
2140.31,87.833,,,
2140.1,87.915,,,
2139.88,87.996,,,
2140.04,88.077,,,
2140.04,88.158,,,
2139.76,88.239,,,
2139.47,88.321,,,
2139.32,88.401,,,
2139.25,88.482,,,
2139.09,88.566,,,
2139.09,88.647,,,
2138.78,88.728,,,
2138.71,88.809,,,
2138.51,88.891,,,
2138.47,88.972,,,
2137.92,89.053,,,
2137.92,89.134,,,
2137.78,89.218,,,
2137.48,89.298,,,
2137.26,89.38,,,
2137.26,89.461,,,
2136.74,89.542,,,
2136.86,89.623,,,
2136.86,89.705,,,
2137.01,89.786,,,
2136.49,89.87,,,
2136.55,89.951,,,
2136.64,90.032,,,
2136.4,90.113,,,
2136.4,90.193,,,
2136.18,90.274,,,
2136.34,90.356,,,
2135.92,90.437,,,
2136.25,90.518,,,
2135.85,90.602,,,
2135.68,90.683,,,
2135.68,90.764,,,
2135.53,90.845,,,
2135.34,90.926,,,
2135.22,91.008,,,
2134.97,91.088,,,
2135.13,91.169,,,
2135.13,91.253,,,
2134.57,91.334,,,
2134.57,91.415,,,
2134.34,91.496,,,
2134.12,91.577,,,
2133.91,91.659,,,
2133.91,91.74,,,
2133.67,91.821,,,
2133.58,91.905,,,
2133.6,91.985,,,
2133.53,92.066,,,
2133.41,92.147,,,
2133.19,92.229,,,
2133.19,92.31,,,
2133.03,92.391,,,
2133,92.472,,,
2132.96,92.554,,,
2132.8,92.637,,,
2132.65,92.719,,,
2132.65,92.8,,,
2132.71,92.88,,,
2132.66,92.961,,,
2132.34,93.043,,,
2132.11,93.124,,,
2131.93,93.205,,,
2131.93,93.289,,,
2131.76,93.37,,,
2131.71,93.451,,,
2131.47,93.532,,,
2131.26,93.614,,,
2131.13,93.694,,,
2131,93.775,,,
2131,93.856,,,
2131,93.94,,,
2130.6,94.021,,,
2130.38,94.103,,,
2130.27,94.184,,,
2130.37,94.265,,,
2130.37,94.346,,,
2129.99,94.428,,,
2129.93,94.509,,,
2129.77,94.592,,,
2129.59,94.673,,,
2129.43,94.754,,,
2129.43,94.835,,,
2129.52,94.917,,,
2129.37,94.998,,,
2129.14,95.079,,,
